Gene name,ENS ID
RPUSD2,ENSG00000166133
RPUSD3,ENSG00000156990
RRAGA,ENSG00000155876
RRAGB,ENSG00000083750
RRAGD,ENSG00000025039
RRAS2,ENSG00000133818
RRBP1,ENSG00000125844
RREB1,ENSG00000124782
RRM1,ENSG00000167325
RRM2,ENSG00000171848
RRM2B,ENSG00000048392
RRN3,ENSG00000085721
RRNAD1,ENSG00000143303
RRP1,ENSG00000160214
RRP12,ENSG00000052749
RRP15,ENSG00000067533
RRP1B,ENSG00000160208
RRP36,ENSG00000124541
RRP7A,ENSG00000189306
RRP8,ENSG00000132275
RRP9,ENSG00000114767
RRS1,ENSG00000179041
RSAD1,ENSG00000136444
RSBN1,ENSG00000081019
RSBN1L,ENSG00000187257
RSF1,ENSG00000048649
RSG1,ENSG00000132881
RSL1D1,ENSG00000171490
RSL24D1,ENSG00000137876
RSPRY1,ENSG00000159579
RSRC1,ENSG00000174891
RSRC2,ENSG00000111011
RSU1,ENSG00000148484
RTBDN,ENSG00000132026
RTCA,ENSG00000137996
RTCB,ENSG00000100220
RTEL1,ENSG00000258366
RTF1,ENSG00000137815
RTFDC1,ENSG00000022277
RTKN2,ENSG00000182010
RTN1,ENSG00000139970
RTN2,ENSG00000125744
RTN3,ENSG00000133318
RTN4IP1,ENSG00000130347
RTTN,ENSG00000176225
RUFY1,ENSG00000176783
RUFY2,ENSG00000204130
RUFY3,ENSG00000018189
RUNDC1,ENSG00000198863
RUNDC3A,ENSG00000108309
RUNDC3B,ENSG00000105784
RUNX1T1,ENSG00000079102
RUVBL1,ENSG00000175792
RUVBL2,ENSG00000183207
RWDD1,ENSG00000111832
RWDD2A,ENSG00000013392
RWDD3,ENSG00000122481
RWDD4,ENSG00000182552
RXFP3,ENSG00000182631
RXRA,ENSG00000186350
RXRB,ENSG00000204231
RXRG,ENSG00000143171
RYBP,ENSG00000163602
RYR2,ENSG00000198626
S100A11,ENSG00000163191
S100A4,ENSG00000196154
S100PBP,ENSG00000116497
SAAL1,ENSG00000166788
SAC3D1,ENSG00000168061
SACM1L,ENSG00000211456
SACS,ENSG00000151835
SAE1,ENSG00000142230
SAFB,ENSG00000160633
SAFB2,ENSG00000130254
SAMD1,ENSG00000141858
SAMD4B,ENSG00000179134
SAMD5,ENSG00000203727
SAMD8,ENSG00000156671
SAMM50,ENSG00000100347
SAP130,ENSG00000136715
SAP18,ENSG00000150459
SAP30,ENSG00000164105
SAP30BP,ENSG00000161526
SAP30L,ENSG00000164576
SAPCD2,ENSG00000186193
SAR1A,ENSG00000079332
SAR1B,ENSG00000152700
SARM1,ENSG00000004139
SARNP,ENSG00000205323
SARS,ENSG00000031698
SART1,ENSG00000175467
SART3,ENSG00000075856
SASH1,ENSG00000111961
SASS6,ENSG00000156876
SAT2,ENSG00000141504
SAV1,ENSG00000151748
SAYSD1,ENSG00000112167
SBDS,ENSG00000126524
SBF1,ENSG00000100241
SBF2,ENSG00000133812
SBNO1,ENSG00000139697
SC5D,ENSG00000109929
SCAF1,ENSG00000126461
SCAF11,ENSG00000139218
SCAF4,ENSG00000156304
SCAF8,ENSG00000213079
SCAI,ENSG00000173611
SCAMP2,ENSG00000140497
SCAMP3,ENSG00000116521
SCAMP4,ENSG00000227500
SCAMP5,ENSG00000198794
SCAND1,ENSG00000171222
SCAP,ENSG00000114650
SCAPER,ENSG00000140386
SCARB1,ENSG00000073060
SCCPDH,ENSG00000143653
SCD,ENSG00000099194
SCD5,ENSG00000145284
SCFD1,ENSG00000092108
SCFD2,ENSG00000184178
SCG2,ENSG00000171951
SCG3,ENSG00000104112
SCG5,ENSG00000166922
SCGB2A1,ENSG00000124939
SCGN,ENSG00000079689
SCMH1,ENSG00000010803
SCML2,ENSG00000102098
SCN3A,ENSG00000153253
SCN3B,ENSG00000166257
SCNM1,ENSG00000163156
SCO2,ENSG00000130489
SCOC,ENSG00000153130
SCP2,ENSG00000116171
SCPEP1,ENSG00000121064
SCRIB,ENSG00000180900
SCRN1,ENSG00000136193
SCRN2,ENSG00000141295
SCRN3,ENSG00000144306
SCT,ENSG00000070031
SCYL1,ENSG00000142186
SCYL2,ENSG00000136021
SCYL3,ENSG00000000457
SDAD1,ENSG00000198301
SDC1,ENSG00000115884
SDC2,ENSG00000169439
SDC3,ENSG00000162512
SDC4,ENSG00000124145
SDCBP,ENSG00000137575
SDCCAG3,ENSG00000165689
SDCCAG8,ENSG00000054282
SDE2,ENSG00000143751
SDF2,ENSG00000132581
SDF4,ENSG00000078808
SDHA,ENSG00000073578
SDHAF1,ENSG00000205138
SDHAF2,ENSG00000167985
SDHB,ENSG00000117118
SDHC,ENSG00000143252
SDHD,ENSG00000204370
SDK1,ENSG00000146555
SDK2,ENSG00000069188
SDR39U1,ENSG00000100445
SDR42E1,ENSG00000184860
SDSL,ENSG00000139410
SEC11A,ENSG00000140612
SEC11C,ENSG00000166562
SEC13,ENSG00000157020
SEC14L1,ENSG00000129657
SEC14L5,ENSG00000103184
SEC16A,ENSG00000148396
SEC22A,ENSG00000121542
SEC23A,ENSG00000100934
SEC23B,ENSG00000101310
SEC24A,ENSG00000113615
SEC24B,ENSG00000138802
SEC24C,ENSG00000176986
SEC24D,ENSG00000150961
SEC61A1,ENSG00000058262
SEC61A2,ENSG00000065665
SEC62,ENSG00000008952
SEC63,ENSG00000025796
SECISBP2,ENSG00000187742
SECISBP2L,ENSG00000138593
SEH1L,ENSG00000085415
SEL1L3,ENSG00000091490
SEMA4C,ENSG00000168758
SEMA4F,ENSG00000135622
SEMA4G,ENSG00000095539
SEMA6A,ENSG00000092421
SENP2,ENSG00000163904
SENP3,ENSG00000161956
SENP5,ENSG00000119231
SENP6,ENSG00000112701
SENP7,ENSG00000138468
SENP8,ENSG00000166192
SEPHS1,ENSG00000086475
SEPHS2,ENSG00000179918
SEPSECS,ENSG00000109618
SEPT10,ENSG00000186522
SEPT11,ENSG00000138758
SEPT2,ENSG00000168385
SEPT3,ENSG00000100167
SEPT5,ENSG00000184702
SEPT7,ENSG00000122545
SEPT8,ENSG00000164402
SEPT9,ENSG00000184640
SERAC1,ENSG00000122335
SERBP1,ENSG00000142864
SERF1B,ENSG00000205572
SERF2,ENSG00000140264
SERGEF,ENSG00000129158
SERINC1,ENSG00000111897
SERINC3,ENSG00000132824
SERPINA1,ENSG00000197249
SERPINA10,ENSG00000140093
SERPINA6,ENSG00000170099
SERPINB6,ENSG00000124570
SERPINB8,ENSG00000166401
SERPINE2,ENSG00000135919
SERPINF2,ENSG00000167711
SERPINI1,ENSG00000163536
SESN1,ENSG00000080546
SESN3,ENSG00000149212
SESTD1,ENSG00000187231
SET,ENSG00000119335
SETD1A,ENSG00000099381
SETD1B,ENSG00000139718
SETD2,ENSG00000181555
SETD3,ENSG00000183576
SETD5,ENSG00000168137
SETD6,ENSG00000103037
SETDB1,ENSG00000143379
SETDB2,ENSG00000136169
SETMAR,ENSG00000170364
SEZ6,ENSG00000063015
SEZ6L,ENSG00000100095
SEZ6L2,ENSG00000174938
SF1,ENSG00000168066
SF3A1,ENSG00000099995
SF3A2,ENSG00000104897
SF3A3,ENSG00000183431
SF3B1,ENSG00000115524
SF3B2,ENSG00000087365
SF3B3,ENSG00000189091
SF3B4,ENSG00000143368
SF3B5,ENSG00000169976
SFMBT1,ENSG00000163935
SFPQ,ENSG00000116560
SFRP1,ENSG00000104332
SFSWAP,ENSG00000061936
SFT2D2,ENSG00000213064
SFT2D3,ENSG00000173349
SFXN1,ENSG00000164466
SFXN2,ENSG00000156398
SFXN3,ENSG00000107819
SFXN4,ENSG00000183605
SFXN5,ENSG00000144040
SGCB,ENSG00000163069
SGCD,ENSG00000170624
SGCE,ENSG00000127990
SGK2,ENSG00000101049
SGK3,ENSG00000104205
SGMS1,ENSG00000198964
SGPL1,ENSG00000166224
SGPP1,ENSG00000126821
SGSH,ENSG00000181523
SGSM1,ENSG00000167037
SGSM2,ENSG00000141258
SGSM3,ENSG00000100359
SGTA,ENSG00000104969
SGTB,ENSG00000197860
SH2B1,ENSG00000178188
SH3BGRL2,ENSG00000198478
SH3BGRL3,ENSG00000142669
SH3BP1,ENSG00000100092
SH3BP2,ENSG00000087266
SH3BP5L,ENSG00000175137
SH3GL1,ENSG00000141985
SH3GL2,ENSG00000107295
SH3GL3,ENSG00000140600
SH3GLB1,ENSG00000097033
SH3GLB2,ENSG00000148341
SH3KBP1,ENSG00000147010
SH3PXD2A,ENSG00000107957
SH3PXD2B,ENSG00000174705
SH3RF1,ENSG00000154447
SH3TC1,ENSG00000125089
SH3YL1,ENSG00000035115
SHARPIN,ENSG00000179526
SHB,ENSG00000107338
SHC1,ENSG00000160691
SHCBP1,ENSG00000171241
SHKBP1,ENSG00000160410
SHMT1,ENSG00000176974
SHMT2,ENSG00000182199
SHOC2,ENSG00000108061
SHPK,ENSG00000197417
SHPRH,ENSG00000146414
SHQ1,ENSG00000144736
SHROOM1,ENSG00000164403
SHROOM2,ENSG00000146950
SIAE,ENSG00000110013
SIAH1,ENSG00000196470
SIDT2,ENSG00000149577
SIGIRR,ENSG00000185187
SIGMAR1,ENSG00000147955
SIK2,ENSG00000170145
SIK3,ENSG00000160584
SIKE1,ENSG00000052723
SIL1,ENSG00000120725
SIM1,ENSG00000112246
SIMC1,ENSG00000170085
SIN3A,ENSG00000169375
SIN3B,ENSG00000127511
SIPA1,ENSG00000213445
SIPA1L1,ENSG00000197555
SIPA1L2,ENSG00000116991
SIPA1L3,ENSG00000105738
SIRPA,ENSG00000198053
SIRT1,ENSG00000096717
SIRT2,ENSG00000068903
SIRT3,ENSG00000142082
SIRT5,ENSG00000124523
SIRT6,ENSG00000077463
SIRT7,ENSG00000187531
SIVA1,ENSG00000184990
SIX6,ENSG00000184302
SKA1,ENSG00000154839
SKA2,ENSG00000182628
SKA3,ENSG00000165480
SKI,ENSG00000157933
SKIL,ENSG00000136603
SKIV2L,ENSG00000204351
SKIV2L2,ENSG00000039123
SKP1,ENSG00000113558
SKP2,ENSG00000145604
SLAIN1,ENSG00000139737
SLAIN2,ENSG00000109171
SLBP,ENSG00000163950
SLC11A2,ENSG00000110911
SLC12A2,ENSG00000064651
SLC12A4,ENSG00000124067
SLC12A5,ENSG00000124140
SLC12A6,ENSG00000140199
SLC12A9,ENSG00000146828
SLC15A1,ENSG00000088386
SLC15A4,ENSG00000139370
SLC16A1,ENSG00000155380
SLC16A10,ENSG00000112394
SLC16A11,ENSG00000174326
SLC16A2,ENSG00000147100
SLC16A3,ENSG00000141526
SLC16A7,ENSG00000118596
SLC16A9,ENSG00000165449
SLC17A6,ENSG00000091664
SLC18A2,ENSG00000165646
SLC18A3,ENSG00000187714
SLC19A1,ENSG00000173638
SLC19A2,ENSG00000117479
SLC1A1,ENSG00000106688
SLC1A4,ENSG00000115902
SLC1A5,ENSG00000105281
SLC20A1,ENSG00000144136
SLC20A2,ENSG00000168575
SLC22A17,ENSG00000092096
SLC23A1,ENSG00000170482
SLC23A2,ENSG00000089057
SLC25A1,ENSG00000100075
SLC25A10,ENSG00000183048
SLC25A11,ENSG00000108528
SLC25A12,ENSG00000115840
SLC25A13,ENSG00000004864
SLC25A15,ENSG00000102743
SLC25A16,ENSG00000122912
SLC25A17,ENSG00000100372
SLC25A19,ENSG00000125454
SLC25A20,ENSG00000178537
SLC25A22,ENSG00000177542
SLC25A23,ENSG00000125648
SLC25A24,ENSG00000085491
SLC25A25,ENSG00000148339
SLC25A29,ENSG00000197119
SLC25A3,ENSG00000075415
SLC25A32,ENSG00000164933
SLC25A33,ENSG00000171612
SLC25A35,ENSG00000125434
SLC25A36,ENSG00000114120
SLC25A4,ENSG00000151729
SLC25A40,ENSG00000075303
SLC25A42,ENSG00000181035
SLC25A44,ENSG00000160785
SLC25A46,ENSG00000164209
SLC25A5,ENSG00000005022
SLC25A51,ENSG00000122696
SLC25A53,ENSG00000176274
SLC25A6,ENSG00000169100
SLC26A1,ENSG00000145217
SLC26A11,ENSG00000181045
SLC26A2,ENSG00000155850
SLC26A6,ENSG00000225697
SLC27A2,ENSG00000140284
SLC27A3,ENSG00000143554
SLC27A4,ENSG00000167114
SLC27A5,ENSG00000083807
SLC29A1,ENSG00000112759
SLC29A2,ENSG00000174669
SLC29A4,ENSG00000164638
SLC2A1,ENSG00000117394
SLC2A13,ENSG00000151229
SLC2A2,ENSG00000163581
SLC2A4RG,ENSG00000125520
SLC2A6,ENSG00000160326
SLC2A8,ENSG00000136856
SLC30A4,ENSG00000104154
SLC30A5,ENSG00000145740
SLC30A6,ENSG00000152683
SLC30A7,ENSG00000162695
SLC30A8,ENSG00000164756
SLC30A9,ENSG00000014824
SLC31A1,ENSG00000136868
SLC32A1,ENSG00000101438
SLC33A1,ENSG00000169359
SLC35A1,ENSG00000164414
SLC35A2,ENSG00000102100
SLC35A5,ENSG00000138459
SLC35B2,ENSG00000157593
SLC35C2,ENSG00000080189
SLC35D2,ENSG00000130958
SLC35E1,ENSG00000127526
SLC35E2B,ENSG00000189339
SLC35E3,ENSG00000175782
SLC35F5,ENSG00000115084
SLC35F6,ENSG00000213699
SLC35G2,ENSG00000168917
SLC36A1,ENSG00000123643
SLC38A10,ENSG00000157637
SLC38A2,ENSG00000134294
SLC38A7,ENSG00000103042
SLC38A9,ENSG00000177058
SLC39A1,ENSG00000143570
SLC39A10,ENSG00000196950
SLC39A11,ENSG00000133195
SLC39A14,ENSG00000104635
SLC39A3,ENSG00000141873
SLC39A6,ENSG00000141424
SLC39A7,ENSG00000112473
SLC39A9,ENSG00000029364
SLC3A1,ENSG00000138079
SLC3A2,ENSG00000168003
SLC41A2,ENSG00000136052
SLC41A3,ENSG00000114544
SLC43A2,ENSG00000167703
SLC43A3,ENSG00000134802
SLC44A1,ENSG00000070214
SLC44A2,ENSG00000129353
SLC44A3,ENSG00000143036
SLC46A1,ENSG00000076351
SLC46A3,ENSG00000139508
SLC4A10,ENSG00000144290
SLC4A1AP,ENSG00000163798
SLC4A2,ENSG00000164889
SLC4A7,ENSG00000033867
SLC4A8,ENSG00000050438
SLC50A1,ENSG00000169241
SLC52A2,ENSG00000185803
SLC5A3,ENSG00000198743
SLC5A6,ENSG00000138074
SLC6A17,ENSG00000197106
SLC6A19,ENSG00000174358
SLC6A6,ENSG00000131389
SLC6A8,ENSG00000130821
SLC7A1,ENSG00000139514
SLC7A14,ENSG00000013293
SLC7A2,ENSG00000003989
SLC7A4,ENSG00000099960
SLC7A6,ENSG00000103064
SLC7A6OS,ENSG00000103061
SLC7A7,ENSG00000155465
SLC7A8,ENSG00000092068
SLC7A9,ENSG00000021488
SLC9A1,ENSG00000090020
SLC9A2,ENSG00000115616
SLC9A3R1,ENSG00000109062
SLC9A3R2,ENSG00000065054
SLC9A6,ENSG00000198689
SLC9A7,ENSG00000065923
SLCO3A1,ENSG00000176463
SLCO4A1,ENSG00000101187
SLCO4C1,ENSG00000173930
SLFN13,ENSG00000154760
SLIRP,ENSG00000119705
SLITRK6,ENSG00000184564
SLK,ENSG00000065613
SLMAP,ENSG00000163681
SLTM,ENSG00000137776
SLU7,ENSG00000164609
SLX1A,ENSG00000132207
SLX4,ENSG00000188827
SLX4IP,ENSG00000149346
SMAD2,ENSG00000175387
SMAD3,ENSG00000166949
SMAD4,ENSG00000141646
SMAD5,ENSG00000113658
SMAD9,ENSG00000120693
SMAP1,ENSG00000112305
SMAP2,ENSG00000084070
SMARCA1,ENSG00000102038
SMARCA2,ENSG00000080503
SMARCA4,ENSG00000127616
SMARCAD1,ENSG00000163104
SMARCAL1,ENSG00000138375
SMARCB1,ENSG00000099956
SMARCC1,ENSG00000173473
SMARCC2,ENSG00000139613
SMARCD2,ENSG00000108604
SMARCE1,ENSG00000073584
SMC1A,ENSG00000072501
SMC2,ENSG00000136824
SMC3,ENSG00000108055
SMC4,ENSG00000113810
SMC5,ENSG00000198887
SMC6,ENSG00000163029
SMCR8,ENSG00000176994
SMDT1,ENSG00000183172
SMG1,ENSG00000157106
SMG6,ENSG00000070366
SMG8,ENSG00000167447
SMG9,ENSG00000105771
SMIM1,ENSG00000235169
SMIM12,ENSG00000163866
SMIM13,ENSG00000224531
SMIM15,ENSG00000188725
SMIM19,ENSG00000176209
SMIM20,ENSG00000250317
SMIM4,ENSG00000168273
SMIM7,ENSG00000214046
SMIM8,ENSG00000111850
SMN2,ENSG00000205571
SMNDC1,ENSG00000119953
SMOC1,ENSG00000198732
SMPD4,ENSG00000136699
SMPDL3A,ENSG00000172594
SMPDL3B,ENSG00000130768
SMS,ENSG00000102172
SMTN,ENSG00000183963
SMU1,ENSG00000122692
SMUG1,ENSG00000123415
SMURF1,ENSG00000198742
SMURF2,ENSG00000108854
SMYD2,ENSG00000143499
SMYD3,ENSG00000185420
SMYD4,ENSG00000186532
SMYD5,ENSG00000135632
SNAP23,ENSG00000092531
SNAP25,ENSG00000132639
SNAP29,ENSG00000099940
SNAP47,ENSG00000143740
SNAP91,ENSG00000065609
SNAPC2,ENSG00000104976
SNAPC3,ENSG00000164975
SNAPC4,ENSG00000165684
SNAPIN,ENSG00000143553
SNCA,ENSG00000145335
SNCB,ENSG00000074317
SND1,ENSG00000197157
SNED1,ENSG00000162804
SNF8,ENSG00000159210
SNIP1,ENSG00000163877
SNN,ENSG00000184602
SNPH,ENSG00000101298
SNRK,ENSG00000163788
SNRNP200,ENSG00000144028
SNRNP27,ENSG00000124380
SNRNP35,ENSG00000184209
SNRNP40,ENSG00000060688
SNRNP48,ENSG00000168566
SNRNP70,ENSG00000104852
SNRPA,ENSG00000077312
SNRPA1,ENSG00000131876
SNRPB,ENSG00000125835
SNRPB2,ENSG00000125870
SNRPC,ENSG00000124562
SNRPD1,ENSG00000167088
SNRPD2,ENSG00000125743
SNRPD3,ENSG00000100028
SNRPE,ENSG00000182004
SNRPF,ENSG00000139343
SNRPG,ENSG00000143977
SNRPN,ENSG00000128739
SNTA1,ENSG00000101400
SNTB2,ENSG00000168807
SNUPN,ENSG00000169371
SNW1,ENSG00000100603
SNX1,ENSG00000028528
SNX12,ENSG00000147164
SNX13,ENSG00000071189
SNX14,ENSG00000135317
SNX15,ENSG00000110025
SNX16,ENSG00000104497
SNX17,ENSG00000115234
SNX18,ENSG00000178996
SNX19,ENSG00000120451
SNX24,ENSG00000064652
SNX27,ENSG00000143376
SNX29,ENSG00000048471
SNX3,ENSG00000112335
SNX30,ENSG00000148158
SNX4,ENSG00000114520
SNX5,ENSG00000089006
SNX8,ENSG00000106266
SNX9,ENSG00000130340
SOAT1,ENSG00000057252
SOAT2,ENSG00000167780
SOBP,ENSG00000112320
SOCS6,ENSG00000170677
SOD1,ENSG00000142168
SOD2,ENSG00000112096
SOGA1,ENSG00000149639
SOGA3,ENSG00000214338
SON,ENSG00000159140
SORBS1,ENSG00000095637
SORBS2,ENSG00000154556
SORBS3,ENSG00000120896
SORD,ENSG00000140263
SORL1,ENSG00000137642
SORT1,ENSG00000134243
SOS1,ENSG00000115904
SOS2,ENSG00000100485
SOWAHA,ENSG00000198944
SOWAHB,ENSG00000186212
SOWAHC,ENSG00000198142
SOX11,ENSG00000176887
SOX12,ENSG00000177732
SOX13,ENSG00000143842
SOX5,ENSG00000134532
SOX6,ENSG00000110693
SP1,ENSG00000185591
SP3,ENSG00000172845
SP4,ENSG00000105866
SPAG1,ENSG00000104450
SPAG5,ENSG00000076382
SPAG7,ENSG00000091640
SPAG9,ENSG00000008294
SPAST,ENSG00000021574
SPATA20,ENSG00000006282
SPATA2L,ENSG00000158792
SPATA33,ENSG00000167523
SPATA5,ENSG00000145375
SPATA5L1,ENSG00000171763
SPATS2,ENSG00000123352
SPC24,ENSG00000161888
SPC25,ENSG00000152253
SPCS1,ENSG00000114902
SPCS2,ENSG00000118363
SPCS3,ENSG00000129128
SPDL1,ENSG00000040275
SPECC1,ENSG00000128487
SPECC1L,ENSG00000100014
SPEG,ENSG00000072195
SPEN,ENSG00000065526
SPG21,ENSG00000090487
SPG7,ENSG00000197912
SPHK2,ENSG00000063176
SPICE1,ENSG00000163611
SPIDR,ENSG00000164808
SPIN1,ENSG00000106723
SPIN2A,ENSG00000147059
SPIN3,ENSG00000204271
SPIN4,ENSG00000186767
SPINK2,ENSG00000128040
SPINT1,ENSG00000166145
SPIRE1,ENSG00000134278
SPIRE2,ENSG00000204991
SPNS1,ENSG00000169682
SPOCK3,ENSG00000196104
SPOPL,ENSG00000144228
SPPL2A,ENSG00000138600
SPPL3,ENSG00000157837
SPR,ENSG00000116096
SPRED2,ENSG00000198369
SPRYD3,ENSG00000167778
SPRYD4,ENSG00000176422
SPRYD7,ENSG00000123178
SPSB3,ENSG00000162032
SPTAN1,ENSG00000197694
SPTB,ENSG00000070182
SPTBN1,ENSG00000115306
SPTBN2,ENSG00000173898
SPTBN4,ENSG00000160460
SPTLC1,ENSG00000090054
SPTLC2,ENSG00000100596
SPTY2D1,ENSG00000179119
SQLE,ENSG00000104549
SQSTM1,ENSG00000161011
SRA1,ENSG00000213523
SRBD1,ENSG00000068784
SRC,ENSG00000197122
SRCAP,ENSG00000080603
SRCIN1,ENSG00000017373
SRD5A3,ENSG00000128039
SREBF1,ENSG00000072310
SREBF2,ENSG00000198911
SREK1,ENSG00000153914
SREK1IP1,ENSG00000153006
SRFBP1,ENSG00000151304
SRGAP2,ENSG00000163486
SRI,ENSG00000075142
SRM,ENSG00000116649
SRP14,ENSG00000140319
SRP19,ENSG00000153037
SRP54,ENSG00000100883
SRP68,ENSG00000167881
SRP72,ENSG00000174780
SRP9,ENSG00000143742
SRPK1,ENSG00000096063
SRPK2,ENSG00000135250
SRPRB,ENSG00000144867
SRR,ENSG00000167720
SRRD,ENSG00000100104
SRRM1,ENSG00000133226
SRRM2,ENSG00000167978
SRRM3,ENSG00000177679
SRRT,ENSG00000087087
SRSF1,ENSG00000136450
SRSF10,ENSG00000188529
SRSF11,ENSG00000116754
SRSF12,ENSG00000154548
SRSF2,ENSG00000161547
SRSF3,ENSG00000112081
SRSF4,ENSG00000116350
SRSF5,ENSG00000100650
SRSF6,ENSG00000124193
SRSF7,ENSG00000115875
SRSF9,ENSG00000111786
SRXN1,ENSG00000271303
SS18,ENSG00000141380
SS18L1,ENSG00000184402
SSB,ENSG00000138385
SSBP1,ENSG00000106028
SSBP2,ENSG00000145687
SSBP3,ENSG00000157216
SSBP4,ENSG00000130511
SSFA2,ENSG00000138434
SSH1,ENSG00000084112
SSH2,ENSG00000141298
SSH3,ENSG00000172830
SSNA1,ENSG00000176101
SSR2,ENSG00000163479
SSR3,ENSG00000114850
SSR4,ENSG00000180879
SSRP1,ENSG00000149136
SSSCA1,ENSG00000173465
SST,ENSG00000157005
SSTR2,ENSG00000180616
SSTR3,ENSG00000183473
SSU72,ENSG00000160075
SSX1,ENSG00000126752
SSX2IP,ENSG00000117155
ST13,ENSG00000100380
ST18,ENSG00000147488
ST3GAL1,ENSG00000008513
ST3GAL4,ENSG00000110080
ST3GAL5,ENSG00000115525
ST3GAL6,ENSG00000064225
ST6GAL1,ENSG00000073849
ST6GALNAC4,ENSG00000136840
ST6GALNAC5,ENSG00000117069
ST7,ENSG00000004866
ST7L,ENSG00000007341
ST8SIA3,ENSG00000177511
ST8SIA4,ENSG00000113532
STAG1,ENSG00000118007
STAG2,ENSG00000101972
STAG3,ENSG00000066923
STAM,ENSG00000136738
STAM2,ENSG00000115145
STAMBP,ENSG00000124356
STAMBPL1,ENSG00000138134
STARD10,ENSG00000214530
STARD3,ENSG00000131748
STARD3NL,ENSG00000010270
STARD7,ENSG00000084090
STARD9,ENSG00000159433
STAT5A,ENSG00000126561
STAT5B,ENSG00000173757
STAU1,ENSG00000124214
STAU2,ENSG00000040341
STC1,ENSG00000159167
STC2,ENSG00000113739
STIL,ENSG00000123473
STIM1,ENSG00000167323
STIM2,ENSG00000109689
STIP1,ENSG00000168439
STK10,ENSG00000072786
STK11,ENSG00000118046
STK11IP,ENSG00000144589
STK16,ENSG00000115661
STK19,ENSG00000204344
STK25,ENSG00000115694
STK32C,ENSG00000165752
STK33,ENSG00000130413
STK35,ENSG00000125834
STK38,ENSG00000112079
STK38L,ENSG00000211455
STK39,ENSG00000198648
STK4,ENSG00000101109
STMN1,ENSG00000117632
STMN2,ENSG00000104435
STMN3,ENSG00000197457
STOM,ENSG00000148175
STOML2,ENSG00000165283
STON2,ENSG00000140022
STRA6,ENSG00000137868
STRADA,ENSG00000266173
STRAP,ENSG00000023734
STRBP,ENSG00000165209
STRIP1,ENSG00000143093
STRIP2,ENSG00000128578
STRN,ENSG00000115808
STRN3,ENSG00000196792
STRN4,ENSG00000090372
STS,ENSG00000101846
STT3A,ENSG00000134910
STT3B,ENSG00000163527
STUB1,ENSG00000103266
STX10,ENSG00000104915
STX12,ENSG00000117758
STX16,ENSG00000124222
STX18,ENSG00000168818
STX1A,ENSG00000106089
STX2,ENSG00000111450
STX3,ENSG00000166900
STX4,ENSG00000103496
STX5,ENSG00000162236
STX6,ENSG00000135823
STX7,ENSG00000079950
STX8,ENSG00000170310
STXBP1,ENSG00000136854
STXBP2,ENSG00000076944
STXBP3,ENSG00000116266
STXBP4,ENSG00000166263
STXBP5,ENSG00000164506
STXBP5L,ENSG00000145087
STXBP6,ENSG00000168952
STYX,ENSG00000198252
SUB1,ENSG00000113387
SUCLA2,ENSG00000136143
SUCLG1,ENSG00000163541
SUCLG2,ENSG00000172340
SUCO,ENSG00000094975
SUDS3,ENSG00000111707
SUGP1,ENSG00000105705
SUGP2,ENSG00000064607
SUGT1,ENSG00000165416
SULF2,ENSG00000196562
SUMF1,ENSG00000144455
SUMF2,ENSG00000129103
SUMO1,ENSG00000116030
SUMO2,ENSG00000188612
SUN1,ENSG00000164828
SUN2,ENSG00000100242
SUPT16H,ENSG00000092201
SUPT20H,ENSG00000102710
SUPT3H,ENSG00000196284
SUPT4H1,ENSG00000213246
SUPT5H,ENSG00000196235
SUPT6H,ENSG00000109111
SUPT7L,ENSG00000119760
SUPV3L1,ENSG00000156502
SURF1,ENSG00000148290
SURF4,ENSG00000148248
SUSD1,ENSG00000106868
SUV39H1,ENSG00000101945
SUV39H2,ENSG00000152455
SUZ12,ENSG00000178691
SV2A,ENSG00000159164
SVIL,ENSG00000197321
SVIP,ENSG00000198168
SVOP,ENSG00000166111
SWAP70,ENSG00000133789
SWI5,ENSG00000175854
SWSAP1,ENSG00000173928
SYAP1,ENSG00000169895
SYF2,ENSG00000117614
SYK,ENSG00000165025
SYMPK,ENSG00000125755
SYN1,ENSG00000008056
SYNCRIP,ENSG00000135316
SYNE1,ENSG00000131018
SYNE2,ENSG00000054654
SYNGR2,ENSG00000108639
SYNM,ENSG00000182253
SYNRG,ENSG00000006114
SYP,ENSG00000102003
SYPL1,ENSG00000008282
SYS1,ENSG00000204070
SYT11,ENSG00000132718
SYT13,ENSG00000019505
SYT17,ENSG00000103528
SYT4,ENSG00000132872
SYT5,ENSG00000129990
SYT7,ENSG00000011347
SYTL1,ENSG00000142765
SYVN1,ENSG00000162298
SZRD1,ENSG00000055070
SZT2,ENSG00000198198
TAB1,ENSG00000100324
TAB2,ENSG00000055208
TAB3,ENSG00000157625
TACC2,ENSG00000138162
TACC3,ENSG00000013810
TACO1,ENSG00000136463
TADA1,ENSG00000152382
TADA2A,ENSG00000108264
TADA2B,ENSG00000173011
TADA3,ENSG00000171148
TAF1,ENSG00000147133
TAF10,ENSG00000166337
TAF11,ENSG00000064995
TAF12,ENSG00000120656
TAF13,ENSG00000197780
TAF15,ENSG00000172660
TAF1C,ENSG00000103168
TAF2,ENSG00000064313
TAF3,ENSG00000165632
TAF4,ENSG00000130699
TAF5,ENSG00000148835
TAF5L,ENSG00000135801
TAF6,ENSG00000106290
TAF6L,ENSG00000162227
TAF7,ENSG00000178913
TAF9,ENSG00000085231
